award_date,awardee_name,agency,award_amount,naics,sole_source,filter_result,filter_reason,first_8k_date,first_pr_date,last_dilutive_filing_date,dilutive_filing_type,agency_prior_win_count,ticker_confidence,score,ticker,market_cap,value_to_mcap_pct,entry_date,entry_price,exit_date,exit_price,exit_reason,pnl_pct,hit_tp,hit_sl,timed_out,tp_target,sl_target,return_t7,peak_pnl_pct
2023-03-17,"GREAT HILL SOLUTIONS, LLC",Department of Defense,4931071.44,541930,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-09,"PARAGONE SOLUTIONS, INC.",Department of Defense,5332622.33,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,CDW GOVERNMENT LLC,Department of State,1029000.0,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-09,"SWCA, INCORPORATED",Department of the Interior,1924106.58,541620,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-10,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",Environmental Protection Agency,2378788.66,562910,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,OCS CONSTRUCTION SERVICES INC,General Services Administration,2977876.0,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-28,GUIDEHOUSE INC.,Department of State,1751990.0,541199,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-14,FIREFLY AEROSPACE INC,National Aeronautics and Space Administration,111509990.0,481212,False,fail,No historical market cap data,,,,,0,high,,,,,,,,,,,,,,,,,
2023-03-13,AFG GROUP INC.,General Services Administration,2090400.0,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,RIVERSIDE RESEARCH INSTITUTE,General Services Administration,19435893.68,541715,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"KERBEROS INTERNATIONAL, INC.",Department of Homeland Security,2080274.18,561612,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"ASSOCIATED HEALTH PROFESSIONALS, INC.",Department of Veterans Affairs,1160000.0,561320,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"THE EMMES COMPANY, LLC",Department of Health and Human Services,1655992.0,541715,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-09,"CATAWBA-TEA, LLC",Department of Energy,2028681.24,562910,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-06,"DYNETICS, INC.",General Services Administration,19018999.95,541712,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-29,"SPACEFLIGHT, INC.",National Aeronautics and Space Administration,300000000.0,481212,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-14,"OMEGA AERIAL REFUELING SERVICES, INC.",Department of Defense,1960140.89,488190,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-05,TECHNOMICS INC,Department of Energy,2727062.66,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-29,FAIRWINDS TECHNOLOGIES LLC,Department of Defense,42192299.84,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-14,CAVAN SOLUTIONS INC,Department of Transportation,1121747.07,541330,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-23,DRS SUSTAINMENT SYSTEMS INC,Department of Defense,2900827.33,541330,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"CARDINAL HEALTH 200, LLC",Department of Veterans Affairs,14249293.63,339112,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-03,NETWORK & SIMULATION TECHNOLOGIES INC,Department of Defense,3444830.0,611710,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-03,ADVANTOR SYSTEMS II LLC,Department of Defense,2497432.33,561621,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-08,HONEYWELL INTERNATIONAL INC.,Department of Homeland Security,1713415.08,334511,False,fail,Historical market cap $103564M exceeds $1000M limit,,,,,0,high,,,,,,,,,,,,,,,,,
2023-03-30,RED ALPHA LLC,Department of Defense,1883559.92,541511,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-13,HPI FEDERAL LLC,Department of Defense,31102528.61,541512,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-29,SIENNA SYSTEMS CORP,Department of State,2288336.0,541519,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-23,ASSOCIATION OF CONSULTANTS AND ENGINEERS,Department of Defense,1065646.0,541620,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"INMARSAT GOVERNMENT, INC.",Department of Defense,4007145.6,517410,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,MAKERGEAR LLC,Department of Defense,1088620.0,333248,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-21,ALABAMA SHIPYARD LLC,Department of Defense,23571595.76,336611,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"INLAND DREDGING COMPANY, L.L.C.",Department of Defense,6999842.39,237990,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-10,COMMONWEALTH TRADING PARTNERS INC,Department of State,1941591.18,611699,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"SHEPRA, INC.",Department of Defense,10125420.84,541611,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"KEYSTONE PEER REVIEW ORGANIZATION, LLC",Department of Defense,3883561.61,541611,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-28,SOFTWARE INFORMATION RESOURCE CORP.,Department of Commerce,10231776.33,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-09,SEMPER TEK INC,Department of Defense,2542207.0,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-10,"FUSE INTEGRATION, INC.",Department of Defense,25240823.71,541512,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-07,SCIENTIFIC RESEARCH CORPORATION,Department of Defense,7688337.21,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,DLH SOLUTIONS INC,Department of Veterans Affairs,1349469.71,561210,True,duplicate,Duplicate trade for DLHC on 2023-03-01,2023-03-14,,,,1,high,42,DLHC,180438285,0.75,,,,,,,,,,8.0,7.0,-5.7028,7.843
2023-03-01,DLH SOLUTIONS INC,Department of Veterans Affairs,1873047.52,561210,True,duplicate,Duplicate trade for DLHC on 2023-03-01,2023-03-14,,,,2,high,46,DLHC,180438285,1.04,,,,,,,,,,8.0,7.0,-5.7028,7.843
2023-03-07,"ICR, INC.",Department of Defense,1535000.0,541511,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-17,SIG SAUER INC.,Department of Defense,1426769.26,332994,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-15,"W E S T DEVELOPMENT, INC.",Department of Defense,1056300.66,238990,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,DLH SOLUTIONS INC,Department of Veterans Affairs,1128925.24,561210,True,duplicate,Duplicate trade for DLHC on 2023-03-01,2023-03-14,,,,3,high,42,DLHC,180438285,0.63,,,,,,,,,,8.0,7.0,-5.7028,7.843
2023-03-23,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",Environmental Protection Agency,2157392.15,562910,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,DLH SOLUTIONS INC,Department of Veterans Affairs,3236465.8,561210,True,duplicate,Duplicate trade for DLHC on 2023-03-01,2023-03-14,,,,4,high,46,DLHC,180438285,1.79,,,,,,,,,,8.0,7.0,-5.7028,7.843
2023-03-06,"EXCET, LLC",Department of Defense,6739748.0,541715,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,DLH SOLUTIONS INC,Department of Veterans Affairs,2129478.59,561210,True,duplicate,Duplicate trade for DLHC on 2023-03-01,2023-03-14,,,,5,high,46,DLHC,180438285,1.18,,,,,,,,,,8.0,7.0,-5.7028,7.843
2023-03-06,"POWERTRAIN, INC.",Office of Personnel Management,3375668.77,541519,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,DLH SOLUTIONS INC,Department of Veterans Affairs,1039657.44,561210,True,duplicate,Duplicate trade for DLHC on 2023-03-01,2023-03-14,,,,6,high,42,DLHC,180438285,0.58,,,,,,,,,,8.0,7.0,-5.7028,7.843
2023-03-15,"ACUITY-CHS, LLC",Department of the Treasury,1772706.0,621111,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-16,"ALEUT SERVICES, LLC",Environmental Protection Agency,1070795.25,541620,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-14,OFFICE DESIGN & FURNISHINGS LLC,General Services Administration,2103999.56,337214,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-10,"TRIJICON, INC.",Department of Defense,10402881.0,333314,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-27,BRAVIUM CONSULTING INC.,Department of Transportation,1743962.93,541512,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,AMERICAN SYSTEMS CORPORATION,Department of Defense,1250114.36,541330,False,fail,Historical market cap $30415M exceeds $1000M limit,,,,,0,high,,,,,,,,,,,,,,,,,
2023-03-15,OST INC,Department of Defense,17076918.52,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-02,YULISTA SUPPORT SERVICES LLC,Department of Defense,19515471.12,488190,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-31,"SEDNA DIGITAL SOLUTIONS, LLC",Department of Defense,14797819.0,334511,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-31,"AIRCRAFT SERVICES ALLIANCE, LLC",Department of Defense,3752337.82,336411,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-21,MERCURY MISSION SYSTEMS LLC,Department of Defense,4048980.0,334290,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-23,PANAGORA GROUP INC.,Agency for International Development,7009676.0,541990,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,HUMAN TECHNOLOGIES CORP,Department of Defense,2138655.45,561210,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-06,ENVIRONMENTAL RESTORATION LLC,Environmental Protection Agency,3403605.4,562910,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-06,"FAIRBANKS MORSE, LLC",Department of Defense,1747596.21,333618,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,SEMPER TEK INC,Department of Veterans Affairs,1162899.95,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-02,PURDY GROUP LLC,Department of Defense,3500217.98,611430,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-27,FEDERAL EXPRESS CORPORATION,Department of Defense,3000512.1,481211,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-28,ASRC FEDERAL SYSTEM SOLUTIONS LLC,Department of Transportation,1576854.72,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-10,THE POVOLNY GROUP INC,Department of Veterans Affairs,1182569.0,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,FEDERAL EXPRESS CORPORATION,Department of Defense,4708455.95,481211,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-31,"NISHIMATSU CONSTRUCTION CO.,LTD.",Department of Defense,125751747.95,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-28,METRIS LLC,Department of Homeland Security,16817606.9,611519,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"ADA S. MCKINLEY COMMUNITY SERVICES, INC.",Department of Defense,5541076.76,561720,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-06,HATCH CONSTRUCTION & PAVING INC,Department of Transportation,12984762.19,237310,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"SYSCOM, INC",Department of Defense,4451476.46,541990,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-09,"L3 TECHNOLOGIES, INC.",Department of Defense,3469195.74,333314,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-13,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",Department of Defense,5920000.0,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-21,"CACI NSS, LLC",Department of Homeland Security,17671895.7,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-28,ASRC FEDERAL SYSTEM SOLUTIONS LLC,Department of Transportation,3075000.0,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,FEDERAL EXPRESS CORPORATION,Department of Health and Human Services,1000000.0,492110,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-21,FEDERAL EXPRESS CORPORATION,Department of Defense,2988038.32,481211,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,INNOVATIVE SCIENTIFIC SOLUTIONS INC,Department of Defense,5404920.0,541715,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-24,HOSPITAL HOUSEKEEPING SYSTEMS LLC,General Services Administration,3538927.54,561210,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-08,SIKORSKY AIRCRAFT CORPORATION,Department of Homeland Security,6066550.96,336413,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,AMERICAN SYSTEMS CORPORATION,Department of Defense,3216900.8,541330,False,fail,Historical market cap $30415M exceeds $1000M limit,,,,,0,high,,,,,,,,,,,,,,,,,
2023-03-06,"CHENEGA ENTERPRISE SYSTEMS & SOLUTIONS, LLC",Department of Defense,1605028.84,512110,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-15,SINCLAIR OIL CORPORATION,Department of Defense,1320279.33,324110,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-13,"SAW CONTRACTING, INC.",Department of Veterans Affairs,4695276.0,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-09,SINCLAIR OIL CORPORATION,Department of Defense,1446975.0,324110,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-03,DELL MARKETING L.P.,Department of the Interior,1961098.66,511210,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-24,BL HARBERT INTERNATIONAL LLC,Department of Defense,92968370.0,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-14,"BERNARD CAP, LLC",Department of Defense,1206742.6,315220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-08,"SGTR RJO JV, LLC",Department of Defense,1078586.7,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,OST INC,Department of Defense,8306759.46,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-24,"TRX SYSTEMS, INC.",Department of Defense,14819994.75,334511,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-24,VALCORP ENTERPRISES LLC,Department of Veterans Affairs,1106416.52,238220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-28,"VALLEY APPAREL, LLC",Department of Defense,3379082.4,315210,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"BURNINGCASTLE, LLC",Department of Defense,4087016.28,611430,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-15,MARKETING FOR CHANGE CO.,Department of Defense,1263767.4,541613,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-15,RESOLUTION CONSULTANTS - AN AECOM-ENSAFE JOINT VENTURE,Department of Defense,1131939.0,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-08,HAMILTON SUNDSTRAND CORPORATION,Department of Defense,22799683.97,336413,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-23,PYRAMID CONTRACTING LLC,General Services Administration,2812876.06,236220,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,DRS NETWORK & IMAGING SYSTEMS LLC,Department of Defense,2778390.5,334111,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-09,CAE USA INC.,Department of Defense,3996458.0,541715,False,fail,Historical market cap $7064M exceeds $1000M limit,,,,,0,high,,,,,,,,,,,,,,,,,
2023-03-17,THE MITRE CORPORATION,Department of the Treasury,8821466.0,541618,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-31,SCRIPTPRO USA INC,Department of Veterans Affairs,3855249.17,339112,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-21,TECHANAX LLC,Department of Transportation,10635644.02,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-16,APPLE CONSTRUCTION COMPANY,Department of Defense,5353294.05,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,OREGON STATE UNIVERSITY,Department of Commerce,1043842.32,561210,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-06,"FOUR POINTS TECHNOLOGY, L.L.C.",Department of Defense,1328665.65,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-24,GOVERNMENT ACQUISITIONS INC,Department of Defense,1067500.0,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-07,CHEROKEE NATION MECHANICAL LLC,Department of Commerce,6790665.36,238210,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,PERATON INC.,Social Security Administration,9005119.16,541519,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-24,"ORION MARINE CONSTRUCTION, INC.",Department of Defense,5891272.76,237990,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-27,FORWARD SLOPE INC,Department of Defense,16718468.24,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-08,"GREAT LAKES ENVIRONMENTAL CENTER, INC",Environmental Protection Agency,3592248.76,541620,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,DELOITTE & TOUCHE LLP,Department of Defense,3553987.89,541211,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-29,LIFE TECHNOLOGIES CORPORATION,Department of Justice,12377958.3,334516,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-17,FSB - POND JOINT VENTURE,Department of Defense,5031876.93,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-15,TUNISTA OPERATIONS SUPPORT SERVICES LLC,Federal Communications Commission,2188451.04,561720,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,POHAKU PACIFIC LLC,Department of Defense,1309343.2,561110,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"GENERAL DYNAMICS OTS (WILKES BARRE), LLC",Department of Defense,8164861.46,561210,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-10,"SPEEGLE CONSTRUCTION, INC",Department of Defense,6002525.0,236220,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-10,VSE CORPORATION,Department of Defense,53380540.45,336611,True,fail,No historical market cap data,,,,,0,high,,,,,,,,,,,,,,,,,
2023-03-01,DELL MARKETING L.P.,Department of Health and Human Services,23160444.13,511210,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"INMARSAT GOVERNMENT, INC.",Department of Defense,1323408.0,517410,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-13,"SYSTEMS ENGINUITY, INC.",Department of Transportation,1078399.89,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-22,JSTOOGOOD LLC,Department of State,1000000.0,541519,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"MEDLINE INDUSTRIES, LP",Department of Veterans Affairs,22043323.33,339112,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-30,PACKERS CANNING CO INC,Department of Agriculture,1407195.0,311421,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-23,DAMUTH SERVICES INC,National Aeronautics and Space Administration,1498470.0,238210,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-29,DYNCORP INTERNATIONAL LLC,Department of Defense,5907918.42,488190,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-13,CHEROKEE NATION MECHANICAL LLC,Department of State,5530955.7,236220,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-16,"ROCKWELL COLLINS, INC.",Department of Defense,1148372.0,336413,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-08,LABCONCO CORP,Department of Justice,1202596.95,334516,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,BLUE TECH INC.,Department of Defense,2993426.72,334111,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-01,"MIAMI TECHNOLOGY SOLUTIONS, LLC",Department of State,1462469.55,493110,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-15,VERACITY ENGINEERING LLC,Department of Transportation,1296403.71,541330,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-21,"ICF INCORPORATED, L.L.C.",Department of Health and Human Services,1746925.0,541611,False,fail,Historical market cap $1961M exceeds $1000M limit,,,,,0,high,,,,,,,,,,,,,,,,,
2023-03-24,POLARIS SALES INC,Department of Defense,13675499.97,333120,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-18,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",Department of Defense,2520744.81,336611,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-24,"BOH ENVIRONMENTAL, L.L.C.",Department of Defense,1761883.2,332439,False,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-07,"ROCKWELL COLLINS, INC.",Department of Defense,3284691.0,336413,True,fail,Ticker confidence 'none' below minimum 'medium',,,,,0,none,,,,,,,,,,,,,,,,,
2023-03-22,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Health and Human Services,1765834.71,541511,False,fail,Historical market cap $105020M exceeds $1000M limit,,,,,0,high,,,,,,,,,,,,,,,,,
