trades,win_rate,avg_pnl_pct,total_pnl_pct,expectancy,profit_factor,avg_win,avg_loss,avg_peak_pnl,avg_return_t7,peak_pnl_pct,max_drawdown_pct,tp_pct,sl_pct,score_threshold,max_hold_days,max_mcap_M
45,31.1,0.695,31.26,0.6947,1.317,9.269,3.178,20.94,0.0,19.18,18.37,20.0,4.0,10,4,500
77,27.3,-0.746,-57.47,-0.7463,0.722,7.095,3.687,12.97,0.0,19.18,70.91,20.0,4.0,10,4,1000
19,31.6,1.351,25.66,1.3507,1.658,10.776,3.0,43.18,0.0,19.18,13.7,20.0,4.0,10,5,100
21,33.3,1.466,30.78,1.4659,1.705,10.636,3.119,39.92,0.0,19.18,18.37,20.0,4.0,10,5,150
24,29.2,0.914,21.93,0.9139,1.418,10.636,3.089,34.96,0.0,19.18,18.37,20.0,4.0,10,5,200
31,32.3,0.66,20.45,0.6595,1.308,8.682,3.161,27.93,0.0,19.18,27.73,20.0,4.0,10,5,300
45,31.1,0.628,28.27,0.6282,1.272,9.438,3.351,21.28,0.0,19.18,25.41,20.0,4.0,10,5,500
77,26.0,-0.839,-64.63,-0.8394,0.708,7.823,3.879,13.29,0.0,19.18,83.54,20.0,4.0,10,5,1000
19,31.6,1.2,22.8,1.2001,1.574,10.421,3.056,43.18,0.0,19.18,15.48,20.0,4.0,10,7,100
21,33.3,1.777,37.31,1.7765,1.84,11.673,3.172,40.02,0.0,19.18,20.16,20.0,4.0,10,7,150
24,29.2,1.187,28.48,1.1867,1.535,11.673,3.131,35.06,0.0,19.18,20.16,20.0,4.0,10,7,200
31,32.3,0.867,26.88,0.867,1.391,9.556,3.271,28.06,0.0,19.18,29.51,20.0,4.0,10,7,300
45,33.3,0.982,44.21,0.9824,1.423,9.911,3.482,21.67,0.0,19.18,27.36,20.0,4.0,10,7,500
77,27.3,-0.412,-31.71,-0.4118,0.857,9.084,3.973,13.67,0.0,19.18,77.13,20.0,4.0,10,7,1000
19,31.6,0.503,9.56,0.5034,1.381,5.774,1.929,4.98,0.0,19.18,9.91,20.0,5.0,10,1,100
21,33.3,0.328,6.89,0.3279,1.224,5.377,2.196,4.93,0.0,19.18,9.61,20.0,5.0,10,1,150
24,29.2,-0.012,-0.28,-0.0118,0.993,5.377,2.231,4.32,0.0,19.18,14.03,20.0,5.0,10,1,200
31,29.0,0.04,1.25,0.0405,1.028,5.031,2.001,3.91,0.0,19.18,13.46,20.0,5.0,10,1,300
45,31.1,-0.086,-3.86,-0.0858,0.946,4.803,2.293,3.78,0.0,19.18,17.8,20.0,5.0,10,1,500
77,27.3,-1.231,-94.81,-1.2313,0.443,3.594,3.041,2.6,0.0,19.18,94.81,20.0,5.0,10,1,1000
19,26.3,0.779,14.8,0.7788,1.428,9.877,2.47,5.84,0.0,19.18,10.02,20.0,5.0,10,2,100
21,28.6,0.652,13.69,0.6519,1.34,8.991,2.684,5.79,0.0,19.18,15.69,20.0,5.0,10,2,150
24,25.0,0.159,3.82,0.1593,1.076,8.991,2.785,5.08,0.0,19.18,17.97,20.0,5.0,10,2,200
31,29.0,0.306,9.48,0.3058,1.17,7.253,2.536,4.71,0.0,19.18,17.38,20.0,5.0,10,2,300
45,31.1,0.285,12.85,0.2854,1.138,7.551,2.996,4.91,0.0,19.18,23.08,20.0,5.0,10,2,500
77,26.0,-1.006,-77.45,-1.0058,0.595,5.694,3.356,3.43,0.0,19.18,84.49,20.0,5.0,10,2,1000
19,36.8,1.147,21.8,1.1474,1.582,8.468,3.123,6.52,0.0,19.18,11.34,20.0,5.0,10,3,100
21,38.1,1.035,21.74,1.0352,1.504,8.11,3.319,6.4,0.0,19.18,15.69,20.0,5.0,10,3,150
24,33.3,0.508,12.2,0.5082,1.232,8.11,3.293,5.61,0.0,19.18,17.29,20.0,5.0,10,3,200
31,32.3,0.215,6.68,0.2155,1.105,7.032,3.031,5.13,0.0,19.18,26.11,20.0,5.0,10,3,300
45,33.3,0.248,11.15,0.2477,1.108,7.602,3.429,5.32,0.0,19.18,21.96,20.0,5.0,10,3,500
77,29.9,-1.175,-90.45,-1.1747,0.586,5.565,4.045,3.79,0.0,19.18,95.06,20.0,5.0,10,3,1000
19,31.6,2.158,41.01,2.1584,2.08,13.161,2.92,43.64,0.0,19.18,12.01,20.0,5.0,10,4,100
21,33.3,1.9,39.9,1.9,1.915,11.932,3.116,40.13,0.0,19.18,15.69,20.0,5.0,10,4,150
24,29.2,1.253,30.08,1.2531,1.563,11.932,3.144,35.13,0.0,19.18,15.69,20.0,5.0,10,4,200
31,32.3,0.939,29.11,0.9392,1.439,9.538,3.155,28.02,0.0,19.18,24.0,20.0,5.0,10,4,300
45,33.3,0.732,32.95,0.7322,1.303,9.446,3.625,21.18,0.0,19.18,21.36,20.0,5.0,10,4,500
77,29.9,-0.701,-54.01,-0.7014,0.757,7.318,4.117,13.24,0.0,19.18,83.01,20.0,5.0,10,4,1000
19,36.8,1.819,34.56,1.8188,1.88,10.549,3.274,43.74,0.0,19.18,13.59,20.0,5.0,10,5,100
21,38.1,1.842,38.68,1.842,1.86,10.455,3.458,40.43,0.0,19.18,15.69,20.0,5.0,10,5,150
24,33.3,1.202,28.84,1.2017,1.526,10.455,3.425,35.41,0.0,19.18,15.69,20.0,5.0,10,5,200
31,35.5,0.853,26.44,0.8529,1.38,8.728,3.478,28.28,0.0,19.18,25.95,20.0,5.0,10,5,300
45,33.3,0.607,27.3,0.6067,1.239,9.422,3.801,21.52,0.0,19.18,30.38,20.0,5.0,10,5,500
77,29.9,-0.941,-72.42,-0.9406,0.701,7.383,4.486,13.58,0.0,19.18,98.4,20.0,5.0,10,5,1000
19,36.8,1.884,35.8,1.8839,1.894,10.831,3.335,43.78,0.0,19.18,13.73,20.0,5.0,10,7,100
21,38.1,2.348,49.31,2.3479,2.079,11.874,3.515,40.57,0.0,19.18,17.47,20.0,5.0,10,7,150
24,33.3,1.645,39.49,1.6452,1.711,11.874,3.469,35.54,0.0,19.18,17.47,20.0,5.0,10,7,200
31,35.5,1.126,34.9,1.1258,1.472,9.896,3.698,28.43,0.0,19.18,28.81,20.0,5.0,10,7,300
45,35.6,1.006,45.27,1.006,1.388,10.122,4.024,21.92,0.0,19.18,32.33,20.0,5.0,10,7,500
77,31.2,-0.39,-30.06,-0.3904,0.877,8.906,4.6,14.01,0.0,19.18,80.87,20.0,5.0,10,7,1000
19,31.6,0.399,7.58,0.3987,1.28,5.774,2.082,4.98,0.0,19.18,10.9,20.0,6.0,10,1,100
21,33.3,0.186,3.9,0.1859,1.116,5.377,2.409,4.93,0.0,19.18,10.6,20.0,6.0,10,1,150
24,29.2,-0.136,-3.27,-0.1361,0.92,5.377,2.406,4.32,0.0,19.18,15.02,20.0,6.0,10,1,200
31,29.0,-0.056,-1.73,-0.0557,0.963,5.031,2.136,3.91,0.0,19.18,14.45,20.0,6.0,10,1,300
45,31.1,-0.178,-7.99,-0.1776,0.894,4.803,2.427,3.78,0.0,19.18,18.95,20.0,6.0,10,1,500
77,27.3,-1.342,-103.36,-1.3424,0.422,3.594,3.193,2.6,0.0,19.18,103.36,20.0,6.0,10,1,1000
19,26.3,0.57,10.82,0.5695,1.281,9.877,2.754,5.84,0.0,19.18,11.01,20.0,6.0,10,2,100
21,28.6,0.415,8.72,0.4152,1.193,8.991,3.015,5.79,0.0,19.18,17.67,20.0,6.0,10,2,150
24,25.0,-0.043,-1.04,-0.0435,0.981,8.991,3.055,5.08,0.0,19.18,19.86,20.0,6.0,10,2,200
31,29.0,0.149,4.61,0.1488,1.076,7.253,2.757,4.71,0.0,19.18,19.37,20.0,6.0,10,2,300
45,31.1,0.131,5.9,0.1311,1.059,7.551,3.22,4.91,0.0,19.18,24.26,20.0,6.0,10,2,500
77,27.3,-1.17,-90.08,-1.1699,0.559,5.449,3.652,3.48,0.0,19.18,95.14,20.0,6.0,10,2,1000
19,36.8,1.155,21.94,1.1548,1.588,8.468,3.111,6.52,0.0,19.18,11.01,20.0,6.0,10,3,100
21,38.1,0.995,20.89,0.9946,1.475,8.11,3.384,6.4,0.0,19.18,17.67,20.0,6.0,10,3,150
24,33.3,0.52,12.49,0.5203,1.238,8.11,3.275,5.61,0.0,19.18,18.13,20.0,6.0,10,3,200
31,32.3,0.225,6.97,0.2248,1.11,7.032,3.017,5.13,0.0,19.18,26.95,20.0,6.0,10,3,300
45,33.3,0.252,11.36,0.2524,1.111,7.602,3.422,5.32,0.0,19.18,24.77,20.0,6.0,10,3,500
77,29.9,-1.287,-99.11,-1.2871,0.564,5.565,4.205,3.83,0.0,19.18,101.73,20.0,6.0,10,3,1000
19,31.6,2.166,41.15,2.1657,2.088,13.161,2.909,43.64,0.0,19.18,11.01,20.0,6.0,10,4,100
21,33.3,1.859,39.05,1.8594,1.878,11.932,3.177,40.13,0.0,19.18,17.67,20.0,6.0,10,4,150
24,29.2,1.408,33.8,1.4084,1.68,11.932,2.925,35.13,0.0,19.18,17.67,20.0,6.0,10,4,200
31,32.3,1.027,31.85,1.0273,1.501,9.538,3.025,28.02,0.0,19.18,26.98,20.0,6.0,10,4,300
45,33.3,0.638,28.72,0.6383,1.254,9.446,3.766,21.18,0.0,19.18,24.34,20.0,6.0,10,4,500
77,29.9,-0.882,-67.9,-0.8818,0.713,7.318,4.374,13.28,0.0,19.18,92.38,20.0,6.0,10,4,1000
19,36.8,1.839,34.95,1.8394,1.899,10.549,3.241,43.89,0.0,19.18,11.01,20.0,6.0,10,5,100
21,38.1,1.813,38.08,1.8134,1.836,10.455,3.505,40.56,0.0,19.18,17.67,20.0,6.0,10,5,150
24,33.3,1.168,28.03,1.1679,1.504,10.455,3.476,35.53,0.0,19.18,17.67,20.0,6.0,10,5,200
31,35.5,0.795,24.64,0.7947,1.345,8.728,3.569,28.37,0.0,19.18,28.93,20.0,6.0,10,5,300
45,33.3,0.412,18.54,0.412,1.151,9.422,4.093,21.58,0.0,19.18,29.99,20.0,6.0,10,5,500
77,29.9,-1.269,-97.73,-1.2692,0.635,7.383,4.955,13.66,0.0,19.18,112.92,20.0,6.0,10,5,1000
19,42.1,2.213,42.05,2.2131,2.097,10.047,3.484,44.31,0.0,19.18,12.79,20.0,6.0,10,7,100
21,42.9,2.598,54.57,2.5984,2.213,11.062,3.749,41.04,0.0,19.18,19.46,20.0,6.0,10,7,150
24,37.5,1.929,46.31,1.9294,1.87,11.062,3.55,35.96,0.0,19.18,19.46,20.0,6.0,10,7,200
31,38.7,1.282,39.74,1.2819,1.539,9.451,3.877,28.76,0.0,19.18,31.79,20.0,6.0,10,7,300
45,37.8,0.959,43.15,0.959,1.35,9.795,4.406,22.15,0.0,19.18,30.63,20.0,6.0,10,7,500
77,32.5,-0.623,-47.94,-0.6225,0.82,8.732,5.12,14.18,0.0,19.18,94.08,20.0,6.0,10,7,1000
19,26.3,-0.214,-4.06,-0.2139,0.814,3.548,1.557,4.98,0.0,4.27,6.93,5.0,2.0,15,1,100
21,28.6,-0.118,-2.48,-0.1181,0.899,3.668,1.633,4.93,0.0,4.27,7.61,5.0,2.0,15,1,150
24,25.0,-0.377,-9.05,-0.3771,0.709,3.668,1.726,4.32,0.0,4.27,11.02,5.0,2.0,15,1,200
30,26.7,-0.3,-8.99,-0.2996,0.749,3.356,1.629,4.05,0.0,4.27,10.96,5.0,2.0,15,1,300
43,27.9,-0.365,-15.71,-0.3654,0.712,3.236,1.76,3.88,0.0,4.27,18.05,5.0,2.0,15,1,500
71,23.9,-0.934,-66.3,-0.9337,0.408,2.684,2.073,2.73,0.0,4.27,66.3,5.0,2.0,15,1,1000
19,26.3,-0.322,-6.13,-0.3224,0.746,3.606,1.725,5.06,0.0,4.27,7.71,5.0,2.0,15,2,100
21,28.6,-0.216,-4.54,-0.2163,0.831,3.716,1.789,5.01,0.0,4.27,10.15,5.0,2.0,15,2,150
24,25.0,-0.498,-11.96,-0.4982,0.651,3.716,1.903,4.39,0.0,4.27,14.87,5.0,2.0,15,2,200
30,30.0,-0.108,-3.23,-0.1077,0.916,3.901,1.826,4.32,0.0,4.27,8.73,5.0,2.0,15,2,300
43,30.2,-0.236,-10.16,-0.2362,0.826,3.712,1.947,4.11,0.0,4.27,14.24,5.0,2.0,15,2,500
71,22.5,-0.923,-65.55,-0.9232,0.445,3.287,2.148,2.93,0.0,4.27,66.11,5.0,2.0,15,2,1000
19,31.6,-0.2,-3.79,-0.1996,0.85,3.576,1.942,5.66,0.0,4.27,8.45,5.0,2.0,15,3,100
21,33.3,-0.105,-2.21,-0.1052,0.921,3.675,1.996,5.54,0.0,4.27,11.14,5.0,2.0,15,3,150
24,29.2,-0.386,-9.26,-0.386,0.735,3.675,2.058,4.86,0.0,4.27,15.51,5.0,2.0,15,3,200
30,33.3,-0.101,-3.02,-0.1007,0.927,3.854,2.078,4.7,0.0,4.27,9.72,5.0,2.0,15,3,300
43,32.6,-0.287,-12.33,-0.2868,0.808,3.709,2.216,4.38,0.0,4.27,17.25,5.0,2.0,15,3,500
71,25.4,-0.969,-68.79,-0.9689,0.458,3.223,2.393,3.12,0.0,4.27,69.25,5.0,2.0,15,3,1000
19,31.6,0.03,0.56,0.0295,1.022,4.271,1.928,42.29,0.0,4.27,8.06,5.0,2.0,15,4,100
21,33.3,0.102,2.14,0.1021,1.077,4.271,1.982,38.69,0.0,4.27,8.06,5.0,2.0,15,4,150
24,29.2,-0.218,-5.23,-0.218,0.851,4.271,2.066,33.86,0.0,4.27,11.48,5.0,2.0,15,4,200
30,33.3,0.034,1.01,0.0337,1.024,4.271,2.085,27.9,0.0,4.27,9.72,5.0,2.0,15,4,300
43,32.6,-0.086,-3.72,-0.0865,0.941,4.271,2.19,20.62,0.0,4.27,14.8,5.0,2.0,15,4,500
71,23.9,-0.857,-60.84,-0.8568,0.525,3.957,2.372,13.01,0.0,4.27,64.0,5.0,2.0,15,4,1000
19,36.8,0.267,5.08,0.2672,1.205,4.271,2.068,42.37,0.0,4.27,8.06,5.0,2.0,15,5,100
21,38.1,0.317,6.66,0.3171,1.242,4.271,2.116,38.76,0.0,4.27,8.06,5.0,2.0,15,5,150
24,33.3,-0.008,-0.19,-0.008,0.994,4.271,2.147,33.95,0.0,4.27,8.06,5.0,2.0,15,5,200
30,36.7,0.202,6.05,0.2017,1.148,4.271,2.154,27.97,0.0,4.27,9.72,5.0,2.0,15,5,300
43,34.9,0.031,1.32,0.0307,1.021,4.271,2.241,20.66,0.0,4.27,13.66,5.0,2.0,15,5,500
71,26.8,-0.696,-49.39,-0.6956,0.612,4.098,2.447,13.12,0.0,4.27,52.55,5.0,2.0,15,5,1000
19,36.8,0.229,4.35,0.2288,1.17,4.271,2.129,42.37,0.0,4.27,8.06,5.0,2.0,15,7,100
21,38.1,0.282,5.93,0.2824,1.21,4.271,2.172,38.76,0.0,4.27,8.06,5.0,2.0,15,7,150
24,33.3,-0.02,-0.48,-0.02,0.986,4.271,2.165,33.95,0.0,4.27,8.06,5.0,2.0,15,7,200
30,36.7,0.184,5.53,0.1842,1.133,4.271,2.182,27.97,0.0,4.27,10.45,5.0,2.0,15,7,300
43,34.9,0.019,0.8,0.0185,1.013,4.271,2.26,20.67,0.0,4.27,13.45,5.0,2.0,15,7,500
71,26.8,-0.657,-46.63,-0.6568,0.635,4.271,2.457,13.15,0.0,4.27,49.8,5.0,2.0,15,7,1000
19,26.3,-0.371,-7.05,-0.3708,0.716,3.548,1.77,4.98,0.0,4.27,8.32,5.0,3.0,15,1,100
21,28.6,-0.307,-6.46,-0.3075,0.773,3.668,1.898,4.93,0.0,4.27,10.12,5.0,3.0,15,1,150
24,25.0,-0.537,-12.89,-0.537,0.631,3.668,1.939,4.32,0.0,4.27,15.0,5.0,3.0,15,1,200
30,26.7,-0.427,-12.82,-0.4275,0.677,3.356,1.803,4.05,0.0,4.27,14.93,5.0,3.0,15,1,300
43,27.9,-0.502,-21.57,-0.5016,0.643,3.236,1.948,3.88,0.0,4.27,24.05,5.0,3.0,15,1,500
71,23.9,-1.257,-89.28,-1.2574,0.338,2.684,2.498,2.73,0.0,4.27,89.28,5.0,3.0,15,1,1000
19,26.3,-0.584,-11.1,-0.5839,0.619,3.606,2.08,5.06,0.0,4.27,11.68,5.0,3.0,15,2,100
21,28.6,-0.5,-10.51,-0.5003,0.68,3.716,2.187,5.01,0.0,4.27,15.12,5.0,3.0,15,2,150
24,25.0,-0.766,-18.38,-0.766,0.548,3.716,2.26,4.39,0.0,4.27,20.84,5.0,3.0,15,2,200
30,30.0,-0.322,-9.66,-0.3219,0.784,3.901,2.132,4.32,0.0,4.27,12.11,5.0,3.0,15,2,300
43,30.2,-0.521,-22.4,-0.521,0.683,3.712,2.355,4.22,0.0,4.27,23.91,5.0,3.0,15,2,500
71,22.5,-1.313,-93.21,-1.3129,0.361,3.287,2.651,3.03,0.0,4.27,93.21,5.0,3.0,15,2,1000
19,31.6,-0.514,-9.76,-0.5135,0.687,3.576,2.401,5.66,0.0,4.27,13.42,5.0,3.0,15,3,100
21,33.3,-0.437,-9.17,-0.4366,0.737,3.675,2.493,5.54,0.0,4.27,17.1,5.0,3.0,15,3,150
24,29.2,-0.697,-16.72,-0.6968,0.606,3.675,2.497,4.86,0.0,4.27,22.46,5.0,3.0,15,3,200
30,33.3,-0.403,-12.09,-0.4031,0.761,3.854,2.532,4.7,0.0,4.27,17.83,5.0,3.0,15,3,300
43,32.6,-0.605,-26.04,-0.6055,0.666,3.709,2.688,4.49,0.0,4.27,28.06,5.0,3.0,15,3,500
71,26.8,-1.375,-97.61,-1.3747,0.385,3.215,3.052,3.26,0.0,4.27,97.61,5.0,3.0,15,3,1000
19,31.6,-0.284,-5.4,-0.2844,0.826,4.271,2.387,42.29,0.0,4.27,11.05,5.0,3.0,15,4,100
21,33.3,-0.229,-4.81,-0.2292,0.861,4.271,2.479,38.69,0.0,4.27,12.75,5.0,3.0,15,4,150
24,29.2,-0.527,-12.65,-0.5272,0.703,4.271,2.503,33.86,0.0,4.27,18.43,5.0,3.0,15,4,200
30,33.3,-0.267,-8.02,-0.2674,0.842,4.271,2.537,27.9,0.0,4.27,13.8,5.0,3.0,15,4,300
43,32.6,-0.454,-19.5,-0.4535,0.754,4.271,2.734,20.73,0.0,4.27,26.15,5.0,3.0,15,4,500
71,25.4,-1.29,-91.58,-1.2899,0.43,3.841,3.032,13.16,0.0,4.27,92.76,5.0,3.0,15,4,1000
19,36.8,-0.047,-0.89,-0.0467,0.971,4.271,2.565,42.37,0.0,4.27,11.05,5.0,3.0,15,5,100
21,38.1,-0.014,-0.3,-0.0142,0.991,4.271,2.651,38.76,0.0,4.27,11.05,5.0,3.0,15,5,150
24,33.3,-0.34,-8.15,-0.3397,0.807,4.271,2.645,33.95,0.0,4.27,13.39,5.0,3.0,15,5,200
30,36.7,-0.117,-3.52,-0.1174,0.93,4.271,2.658,27.97,0.0,4.27,12.24,5.0,3.0,15,5,300
43,34.9,-0.328,-14.11,-0.3281,0.82,4.271,2.792,20.77,0.0,4.27,21.13,5.0,3.0,15,5,500
71,26.8,-1.202,-85.31,-1.2016,0.477,4.098,3.138,13.26,0.0,4.27,86.49,5.0,3.0,15,5,1000
19,36.8,-0.137,-2.61,-0.1374,0.92,4.271,2.709,42.37,0.0,4.27,11.05,5.0,3.0,15,7,100
21,38.1,-0.096,-2.02,-0.0963,0.944,4.271,2.784,38.76,0.0,4.27,11.05,5.0,3.0,15,7,150
24,33.3,-0.434,-10.42,-0.4341,0.766,4.271,2.787,33.95,0.0,4.27,14.67,5.0,3.0,15,7,200
30,36.7,-0.213,-6.4,-0.2134,0.88,4.271,2.81,27.97,0.0,4.27,13.43,5.0,3.0,15,7,300
43,37.2,-0.326,-14.02,-0.3261,0.824,4.09,2.943,20.83,0.0,4.27,19.14,5.0,3.0,15,7,500
71,28.2,-1.165,-82.73,-1.1652,0.499,4.126,3.24,13.33,0.0,4.27,83.91,5.0,3.0,15,7,1000
19,26.3,-0.528,-10.03,-0.5278,0.639,3.548,1.983,4.98,0.0,4.27,10.72,5.0,4.0,15,1,100
21,28.6,-0.497,-10.43,-0.4968,0.678,3.668,2.163,4.93,0.0,4.27,13.1,5.0,4.0,15,1,150
24,25.0,-0.744,-17.86,-0.7441,0.552,3.668,2.215,4.32,0.0,4.27,18.97,5.0,4.0,15,1,200
30,26.7,-0.593,-17.79,-0.5931,0.601,3.356,2.029,4.05,0.0,4.27,18.91,5.0,4.0,15,1,300
43,27.9,-0.71,-30.51,-0.7096,0.56,3.236,2.237,3.88,0.0,4.27,32.0,5.0,4.0,15,1,500
71,25.4,-1.541,-109.41,-1.541,0.295,2.543,2.928,2.73,0.0,4.27,109.41,5.0,4.0,15,1,1000
19,26.3,-0.662,-12.58,-0.6623,0.589,3.606,2.187,5.06,0.0,4.27,12.58,5.0,4.0,15,2,100
21,28.6,-0.618,-12.99,-0.6185,0.632,3.716,2.352,5.01,0.0,4.27,16.6,5.0,4.0,15,2,150
24,25.0,-0.911,-21.86,-0.9108,0.505,3.716,2.453,4.39,0.0,4.27,23.32,5.0,4.0,15,2,200
30,30.0,-0.438,-13.13,-0.4378,0.728,3.901,2.297,4.32,0.0,4.27,14.59,5.0,4.0,15,2,300
43,30.2,-0.74,-31.84,-0.7405,0.602,3.712,2.67,4.22,0.0,4.27,32.36,5.0,4.0,15,2,500
71,25.4,-1.518,-107.79,-1.5182,0.346,3.166,3.109,3.09,0.0,4.27,107.79,5.0,4.0,15,2,1000
19,36.8,-0.561,-10.66,-0.5611,0.672,3.12,2.709,5.71,0.0,4.27,13.33,5.0,4.0,15,3,100
21,38.1,-0.527,-11.07,-0.527,0.702,3.264,2.86,5.6,0.0,4.27,18.01,5.0,4.0,15,3,150
24,33.3,-0.817,-19.62,-0.8173,0.571,3.264,2.858,4.91,0.0,4.27,24.36,5.0,4.0,15,3,200
30,36.7,-0.533,-15.98,-0.5326,0.709,3.539,2.89,4.73,0.0,4.27,20.72,5.0,4.0,15,3,300
43,34.9,-0.834,-35.87,-0.8342,0.593,3.487,3.149,4.51,0.0,4.27,36.35,5.0,4.0,15,3,500
71,29.6,-1.624,-115.29,-1.6238,0.363,3.131,3.621,3.34,0.0,4.27,115.29,5.0,4.0,15,3,1000
19,36.8,-0.127,-2.42,-0.1274,0.925,4.271,2.693,42.57,0.0,4.27,9.35,5.0,4.0,15,4,100
21,38.1,-0.135,-2.83,-0.1345,0.924,4.271,2.846,38.94,0.0,4.27,9.77,5.0,4.0,15,4,150
24,33.3,-0.486,-11.66,-0.4857,0.746,4.271,2.864,34.08,0.0,4.27,16.44,5.0,4.0,15,4,200
30,36.7,-0.267,-8.02,-0.2673,0.854,4.271,2.895,28.07,0.0,4.27,13.7,5.0,4.0,15,4,300
43,34.9,-0.615,-26.46,-0.6153,0.708,4.271,3.233,20.85,0.0,4.27,30.94,5.0,4.0,15,4,500
71,29.6,-1.493,-106.0,-1.4929,0.425,3.736,3.689,13.31,0.0,4.27,106.0,5.0,4.0,15,4,1000
19,42.1,0.11,2.1,0.1103,1.065,4.271,2.916,42.65,0.0,4.27,9.35,5.0,4.0,15,5,100
21,42.9,0.081,1.69,0.0805,1.046,4.271,3.062,39.01,0.0,4.27,9.43,5.0,4.0,15,5,150
24,37.5,-0.298,-7.16,-0.2983,0.843,4.271,3.04,34.17,0.0,4.27,11.4,5.0,4.0,15,5,200
30,40.0,-0.117,-3.52,-0.1174,0.936,4.271,3.043,28.14,0.0,4.27,13.7,5.0,4.0,15,5,300
43,37.2,-0.49,-21.07,-0.4899,0.764,4.271,3.311,20.9,0.0,4.27,25.0,5.0,4.0,15,5,500
71,29.6,-1.496,-106.19,-1.4956,0.449,4.115,3.852,13.41,0.0,4.27,106.19,5.0,4.0,15,5,1000
19,42.1,0.016,0.31,0.0165,1.009,4.271,3.078,42.65,0.0,4.27,9.35,5.0,4.0,15,7,100
21,42.9,-0.004,-0.09,-0.0044,0.998,4.271,3.211,39.01,0.0,4.27,11.21,5.0,4.0,15,7,150
24,37.5,-0.372,-8.92,-0.3716,0.812,4.271,3.157,34.17,0.0,4.27,12.74,5.0,4.0,15,7,200
30,40.0,-0.23,-6.89,-0.2296,0.882,4.271,3.23,28.15,0.0,4.27,15.48,5.0,4.0,15,7,300
43,39.5,-0.499,-21.47,-0.4992,0.765,4.101,3.507,20.96,0.0,4.27,24.98,5.0,4.0,15,7,500
71,31.0,-1.466,-104.09,-1.4661,0.467,4.14,3.983,13.48,0.0,4.27,104.09,5.0,4.0,15,7,1000
19,26.3,0.412,7.83,0.412,1.359,5.926,1.557,4.98,0.0,7.25,6.93,8.0,2.0,15,1,100
21,28.6,0.59,12.39,0.5901,1.506,6.147,1.633,4.93,0.0,7.25,6.27,8.0,2.0,15,1,150
24,25.0,0.243,5.82,0.2426,1.187,6.147,1.726,4.32,0.0,7.25,8.3,8.0,2.0,15,1,200
30,26.7,0.296,8.87,0.2956,1.247,5.588,1.629,4.05,0.0,7.25,7.46,8.0,2.0,15,1,300
43,27.9,0.142,6.12,0.1422,1.112,5.055,1.76,3.88,0.0,7.25,12.49,8.0,2.0,15,1,500
71,23.9,-0.626,-44.47,-0.6263,0.603,3.968,2.073,2.73,0.0,7.25,46.52,8.0,2.0,15,1,1000
19,21.1,-0.218,-4.14,-0.2178,0.846,5.676,1.789,5.57,0.0,7.25,12.56,8.0,2.0,15,2,100
21,23.8,0.02,0.43,0.0203,1.014,5.991,1.846,5.46,0.0,7.25,7.03,8.0,2.0,15,2,150
24,20.8,-0.291,-6.99,-0.2912,0.811,5.991,1.944,4.79,0.0,7.25,9.26,8.0,2.0,15,2,200
30,26.7,0.121,3.64,0.1212,1.089,5.584,1.865,4.64,0.0,7.25,9.26,8.0,2.0,15,2,300
43,27.9,0.075,3.22,0.0748,1.053,5.359,1.971,4.47,0.0,7.25,13.31,8.0,2.0,15,2,500
71,21.1,-0.735,-52.17,-0.7348,0.568,4.577,2.158,3.15,0.0,7.25,52.68,8.0,2.0,15,2,1000
19,26.3,0.062,1.18,0.0619,1.042,5.823,1.996,6.16,0.0,7.25,8.06,8.0,2.0,15,3,100
21,28.6,0.273,5.74,0.2734,1.187,6.061,2.042,6.0,0.0,7.25,8.06,8.0,2.0,15,3,150
24,25.0,-0.055,-1.31,-0.0547,0.965,6.061,2.093,5.26,0.0,7.25,9.26,8.0,2.0,15,3,200
30,26.7,0.091,2.74,0.0913,1.06,6.015,2.063,5.02,0.0,7.25,11.26,8.0,2.0,15,3,300
43,27.9,0.055,2.37,0.0552,1.035,5.871,2.196,4.81,0.0,7.25,12.41,8.0,2.0,15,3,500
71,22.5,-0.762,-54.09,-0.7618,0.586,4.784,2.375,3.38,0.0,7.25,54.09,8.0,2.0,15,3,1000
19,26.3,0.448,8.51,0.448,1.307,7.253,1.982,42.79,0.0,7.25,8.06,8.0,2.0,15,4,100
21,28.6,0.623,13.08,0.6227,1.43,7.253,2.029,39.14,0.0,7.25,8.06,8.0,2.0,15,4,150
24,25.0,0.238,5.7,0.2375,1.151,7.253,2.101,34.26,0.0,7.25,9.26,8.0,2.0,15,4,200
30,26.7,0.264,7.92,0.2639,1.168,6.874,2.14,28.22,0.0,7.25,9.72,8.0,2.0,15,4,300
43,27.9,0.295,12.68,0.2948,1.184,6.797,2.222,21.05,0.0,7.25,12.41,8.0,2.0,15,4,500
71,21.1,-0.63,-44.75,-0.6302,0.665,5.916,2.384,13.27,0.0,7.25,44.75,8.0,2.0,15,4,1000
19,31.6,0.729,13.86,0.7292,1.504,6.894,2.116,42.87,0.0,7.25,8.06,8.0,2.0,15,5,100
21,33.3,0.877,18.42,0.8771,1.61,6.945,2.157,39.21,0.0,7.25,8.06,8.0,2.0,15,5,150
24,29.2,0.482,11.57,0.482,1.312,6.945,2.179,34.35,0.0,7.25,9.26,8.0,2.0,15,5,200
