trades,win_rate,avg_pnl_pct,total_pnl_pct,expectancy,profit_factor,avg_win,avg_loss,avg_peak_pnl,avg_return_t7,peak_pnl_pct,max_drawdown_pct,tp_pct,sl_pct,score_threshold,max_hold_days,max_mcap_M
20,25.0,-0.076,-1.51,-0.0756,0.951,5.823,2.042,5.73,0.0,7.25,10.75,8.0,2.0,25,3,150
22,22.7,-0.267,-5.88,-0.2671,0.832,5.823,2.058,5.22,0.0,7.25,14.03,8.0,2.0,25,3,200
28,25.0,-0.065,-1.83,-0.0652,0.957,5.838,2.033,4.96,0.0,7.25,11.95,8.0,2.0,25,3,300
37,27.0,-0.037,-1.38,-0.0373,0.976,5.595,2.123,4.91,0.0,7.25,12.41,8.0,2.0,25,3,500
54,24.1,-0.617,-33.3,-0.6167,0.642,4.592,2.268,3.81,0.0,7.25,33.3,8.0,2.0,25,3,1000
18,22.2,0.07,1.26,0.0699,1.045,7.253,1.982,44.53,0.0,7.25,10.75,8.0,2.0,25,4,100
20,25.0,0.291,5.82,0.2912,1.191,7.253,2.029,40.53,0.0,7.25,10.75,8.0,2.0,25,4,150
22,22.7,0.052,1.14,0.0516,1.032,7.253,2.066,36.85,0.0,7.25,12.75,8.0,2.0,25,4,200
28,25.0,0.12,3.35,0.1198,1.076,6.82,2.114,29.82,0.0,7.25,11.95,8.0,2.0,25,4,300
37,27.0,0.241,8.92,0.2411,1.153,6.706,2.153,23.78,0.0,7.25,12.41,8.0,2.0,25,4,500
54,22.2,-0.452,-24.42,-0.4522,0.745,5.953,2.282,16.81,0.0,7.25,27.29,8.0,2.0,25,4,1000
18,27.8,0.367,6.6,0.3668,1.24,6.822,2.116,44.61,0.0,7.25,10.75,8.0,2.0,25,5,100
20,30.0,0.558,11.17,0.5583,1.37,6.894,2.157,40.6,0.0,7.25,10.75,8.0,2.0,25,5,150
22,27.3,0.318,7.0,0.3183,1.204,6.894,2.147,36.95,0.0,7.25,12.23,8.0,2.0,25,5,200
28,28.6,0.348,9.73,0.3476,1.223,6.669,2.181,29.89,0.0,7.25,11.95,8.0,2.0,25,5,300
37,29.7,0.48,17.74,0.4795,1.309,6.828,2.206,23.93,0.0,7.25,12.41,8.0,2.0,25,5,500
54,25.9,-0.144,-7.78,-0.1441,0.918,6.23,2.375,17.02,0.0,7.25,20.01,8.0,2.0,25,5,1000
18,27.8,0.257,4.62,0.2568,1.164,6.572,2.172,44.61,0.0,7.25,10.75,8.0,2.0,25,7,100
20,30.0,0.459,9.19,0.4594,1.297,6.686,2.209,40.6,0.0,7.25,10.75,8.0,2.0,25,7,150
22,27.3,0.248,5.47,0.2485,1.158,6.686,2.165,36.95,0.0,7.25,11.79,8.0,2.0,25,7,200
28,28.6,0.347,9.72,0.3471,1.22,6.733,2.207,29.96,0.0,7.25,12.18,8.0,2.0,25,7,300
37,29.7,0.479,17.73,0.4791,1.306,6.875,2.227,23.98,0.0,7.25,13.14,8.0,2.0,25,7,500
54,25.9,0.022,1.17,0.0217,1.012,6.907,2.388,17.22,0.0,7.25,20.25,8.0,2.0,25,7,1000
18,22.2,-0.134,-2.41,-0.1337,0.903,5.595,1.77,4.62,0.0,7.25,10.26,8.0,3.0,25,1,100
20,25.0,0.058,1.16,0.0582,1.041,5.926,1.898,4.6,0.0,7.25,9.06,8.0,3.0,25,1,150
22,22.7,-0.169,-3.71,-0.1687,0.889,5.926,1.961,4.19,0.0,7.25,13.31,8.0,3.0,25,1,200
28,25.0,-0.024,-0.67,-0.0238,0.983,5.351,1.815,3.92,0.0,7.25,12.65,8.0,3.0,25,1,300
37,27.0,-0.006,-0.22,-0.0058,0.996,5.153,1.917,3.96,0.0,7.25,13.11,8.0,3.0,25,1,500
54,25.9,-0.647,-34.93,-0.6469,0.613,3.95,2.256,3.05,0.0,7.25,37.91,8.0,3.0,25,1,1000
18,22.2,-0.357,-6.42,-0.3567,0.78,5.676,2.08,5.24,0.0,7.25,12.9,8.0,3.0,25,2,100
20,25.0,-0.142,-2.85,-0.1424,0.913,5.991,2.187,5.16,0.0,7.25,13.42,8.0,3.0,25,2,150
22,22.7,-0.39,-8.57,-0.3896,0.778,5.991,2.266,4.7,0.0,7.25,19.14,8.0,3.0,25,2,200
28,28.6,0.073,2.06,0.0734,1.048,5.584,2.131,4.56,0.0,7.25,13.79,8.0,3.0,25,2,300
37,29.7,0.055,2.05,0.0554,1.036,5.409,2.21,4.6,0.0,7.25,13.41,8.0,3.0,25,2,500
54,24.1,-0.678,-36.62,-0.6781,0.626,4.706,2.385,3.61,0.0,7.25,41.86,8.0,3.0,25,2,1000
18,27.8,-0.117,-2.1,-0.1167,0.933,5.823,2.401,5.87,0.0,7.25,14.73,8.0,3.0,25,3,100
20,30.0,0.074,1.47,0.0735,1.042,6.061,2.493,5.73,0.0,7.25,15.41,8.0,3.0,25,3,150
22,27.3,-0.177,-3.89,-0.1767,0.903,6.061,2.516,5.22,0.0,7.25,20.77,8.0,3.0,25,3,200
28,28.6,-0.052,-1.45,-0.0517,0.971,6.015,2.478,4.96,0.0,7.25,18.33,8.0,3.0,25,3,300
37,29.7,-0.072,-2.65,-0.0717,0.96,5.745,2.533,4.91,0.0,7.25,16.28,8.0,3.0,25,3,500
54,27.8,-0.736,-39.74,-0.736,0.638,4.668,2.815,3.91,0.0,7.25,47.08,8.0,3.0,25,3,1000
18,27.8,0.291,5.24,0.2909,1.169,7.253,2.387,44.53,0.0,7.25,14.73,8.0,3.0,25,4,100
20,30.0,0.44,8.81,0.4404,1.254,7.253,2.479,40.53,0.0,7.25,14.73,8.0,3.0,25,4,150
22,27.3,0.142,3.13,0.142,1.077,7.253,2.525,36.85,0.0,7.25,16.73,8.0,3.0,25,4,200
28,28.6,0.135,3.78,0.1349,1.074,6.874,2.561,29.82,0.0,7.25,15.92,8.0,3.0,25,4,300
37,29.7,0.151,5.58,0.1507,1.081,6.756,2.644,23.78,0.0,7.25,15.39,8.0,3.0,25,4,500
54,25.9,-0.607,-32.78,-0.6071,0.711,5.754,2.833,16.92,0.0,7.25,45.18,8.0,3.0,25,4,1000
18,33.3,0.588,10.58,0.5877,1.344,6.894,2.565,44.61,0.0,7.25,14.73,8.0,3.0,25,5,100
20,35.0,0.708,14.15,0.7075,1.411,6.945,2.651,40.6,0.0,7.25,14.73,8.0,3.0,25,5,150
22,31.8,0.409,8.99,0.4087,1.227,6.945,2.642,36.95,0.0,7.25,16.2,8.0,3.0,25,5,200
28,32.1,0.326,9.12,0.3256,1.177,6.734,2.71,29.89,0.0,7.25,15.92,8.0,3.0,25,5,300
37,32.4,0.385,14.25,0.3851,1.209,6.864,2.725,23.93,0.0,7.25,15.39,8.0,3.0,25,5,500
54,27.8,-0.404,-21.83,-0.4043,0.812,6.298,2.982,17.12,0.0,7.25,38.08,8.0,3.0,25,5,1000
18,33.3,0.423,7.61,0.4226,1.234,6.686,2.709,44.61,0.0,7.25,14.73,8.0,3.0,25,7,100
20,35.0,0.559,11.18,0.5589,1.309,6.767,2.784,40.6,0.0,7.25,14.73,8.0,3.0,25,7,150
22,31.8,0.294,6.46,0.2937,1.158,6.767,2.727,36.95,0.0,7.25,15.76,8.0,3.0,25,7,200
28,32.1,0.276,7.73,0.2761,1.145,6.79,2.81,29.96,0.0,7.25,16.16,8.0,3.0,25,7,300
37,35.1,0.428,15.83,0.4279,1.231,6.481,2.851,24.05,0.0,7.25,17.12,8.0,3.0,25,7,500
54,29.6,-0.223,-12.07,-0.2234,0.897,6.583,3.089,17.37,0.0,7.25,33.88,8.0,3.0,25,7,1000
18,22.2,-0.299,-5.39,-0.2994,0.806,5.595,1.983,4.62,0.0,7.25,11.6,8.0,4.0,25,1,100
20,25.0,-0.141,-2.81,-0.1406,0.913,5.926,2.163,4.6,0.0,7.25,11.41,8.0,4.0,25,1,150
22,22.7,-0.395,-8.68,-0.3946,0.773,5.926,2.254,4.19,0.0,7.25,17.28,8.0,4.0,25,1,200
28,25.0,-0.201,-5.64,-0.2013,0.869,5.351,2.052,3.92,0.0,7.25,14.24,8.0,4.0,25,1,300
37,27.0,-0.221,-8.17,-0.2208,0.863,5.153,2.211,3.96,0.0,7.25,18.08,8.0,4.0,25,1,500
54,25.9,-0.96,-51.83,-0.9598,0.516,3.95,2.678,3.05,0.0,7.25,53.81,8.0,4.0,25,1,1000
18,22.2,-0.439,-7.91,-0.4393,0.742,5.676,2.187,5.24,0.0,7.25,13.39,8.0,4.0,25,2,100
20,25.0,-0.267,-5.33,-0.2665,0.849,5.991,2.352,5.16,0.0,7.25,14.91,8.0,4.0,25,2,150
22,22.7,-0.548,-12.05,-0.5476,0.713,5.991,2.471,4.7,0.0,7.25,21.63,8.0,4.0,25,2,200
28,28.6,-0.051,-1.42,-0.0508,0.969,5.584,2.304,4.56,0.0,7.25,13.29,8.0,4.0,25,2,300
37,29.7,-0.119,-4.41,-0.1191,0.931,5.409,2.458,4.6,0.0,7.25,15.4,8.0,4.0,25,2,500
54,25.9,-0.893,-48.21,-0.8929,0.56,4.379,2.738,3.61,0.0,7.25,52.46,8.0,4.0,25,2,1000
18,33.3,-0.167,-3.0,-0.1669,0.908,4.916,2.709,5.93,0.0,7.25,14.55,8.0,4.0,25,3,100
20,35.0,-0.021,-0.43,-0.0214,0.989,5.25,2.86,5.78,0.0,7.25,16.32,8.0,4.0,25,3,150
22,31.8,-0.308,-6.78,-0.3082,0.844,5.25,2.902,5.26,0.0,7.25,22.67,8.0,4.0,25,3,200
28,32.1,-0.191,-5.34,-0.1905,0.901,5.389,2.834,5.0,0.0,7.25,21.22,8.0,4.0,25,3,300
37,32.4,-0.257,-9.51,-0.2569,0.87,5.298,2.924,4.94,0.0,7.25,22.23,8.0,4.0,25,3,500
54,29.6,-0.99,-53.45,-0.9898,0.568,4.401,3.259,3.95,0.0,7.25,58.82,8.0,4.0,25,3,1000
18,27.8,0.182,3.28,0.1822,1.099,7.253,2.537,44.83,0.0,7.25,14.7,8.0,4.0,25,4,100
20,30.0,0.293,5.86,0.2929,1.156,7.253,2.69,40.79,0.0,7.25,14.7,8.0,4.0,25,4,150
22,27.3,-0.037,-0.82,-0.0372,0.982,7.253,2.771,37.09,0.0,7.25,17.52,8.0,4.0,25,4,200
28,28.6,-0.041,-1.16,-0.0415,0.979,6.874,2.808,30.01,0.0,7.25,17.05,8.0,4.0,25,4,300
37,29.7,-0.09,-3.34,-0.0902,0.957,6.756,2.987,23.92,0.0,7.25,19.05,8.0,4.0,25,4,500
54,27.8,-0.892,-48.17,-0.892,0.628,5.422,3.321,17.04,0.0,7.25,61.05,8.0,4.0,25,4,1000
18,33.3,0.391,7.04,0.3914,1.205,6.894,2.86,44.91,0.0,7.25,16.27,8.0,4.0,25,5,100
20,35.0,0.481,9.62,0.4811,1.247,6.945,3.0,40.86,0.0,7.25,16.27,8.0,4.0,25,5,150
22,31.8,0.158,3.47,0.1577,1.077,6.945,3.01,37.19,0.0,7.25,17.75,8.0,4.0,25,5,200
28,32.1,0.057,1.61,0.0574,1.027,6.734,3.105,30.08,0.0,7.25,17.47,8.0,4.0,25,5,300
37,32.4,0.075,2.76,0.0747,1.035,6.864,3.184,24.08,0.0,7.25,18.37,8.0,4.0,25,5,500
54,27.8,-0.856,-46.24,-0.8563,0.671,6.298,3.608,17.25,0.0,7.25,57.52,8.0,4.0,25,5,1000
18,38.9,0.427,7.7,0.4275,1.227,5.936,3.078,44.91,0.0,7.25,12.59,8.0,4.0,25,7,100
20,40.0,0.514,10.27,0.5136,1.267,6.1,3.211,40.86,0.0,7.25,12.59,8.0,4.0,25,7,150
22,36.4,0.207,4.56,0.2074,1.103,6.1,3.16,37.19,0.0,7.25,13.62,8.0,4.0,25,7,200
28,35.7,0.102,2.85,0.1018,1.048,6.255,3.317,30.14,0.0,7.25,17.58,8.0,4.0,25,7,300
37,37.8,0.189,6.98,0.1885,1.089,6.121,3.422,24.19,0.0,7.25,20.16,8.0,4.0,25,7,500
54,31.5,-0.627,-33.85,-0.6268,0.759,6.28,3.8,17.5,0.0,7.25,50.69,8.0,4.0,25,7,1000
18,27.8,-0.049,-0.89,-0.0494,0.965,4.838,1.929,4.62,0.0,7.25,12.25,8.0,5.0,25,1,100
20,30.0,0.035,0.69,0.0346,1.023,5.24,2.196,4.6,0.0,7.25,11.05,8.0,5.0,25,1,150
22,27.3,-0.224,-4.92,-0.2237,0.865,5.24,2.273,4.19,0.0,7.25,12.53,8.0,5.0,25,1,200
28,28.6,-0.067,-1.88,-0.067,0.954,4.908,2.057,3.92,0.0,7.25,14.63,8.0,5.0,25,1,300
37,29.7,-0.156,-5.78,-0.1563,0.902,4.849,2.274,3.96,0.0,7.25,17.23,8.0,5.0,25,1,500
54,27.8,-0.861,-46.48,-0.8608,0.551,3.808,2.656,3.05,0.0,7.25,47.47,8.0,5.0,25,1,1000
18,27.8,0.044,0.79,0.0438,1.027,5.941,2.224,5.53,0.0,7.25,14.34,8.0,5.0,25,2,100
20,30.0,0.119,2.37,0.1186,1.069,6.16,2.47,5.42,0.0,7.25,14.09,8.0,5.0,25,2,150
22,27.3,-0.243,-5.34,-0.2426,0.874,6.16,2.644,4.94,0.0,7.25,18.16,8.0,5.0,25,2,200
28,32.1,0.189,5.29,0.1889,1.114,5.741,2.441,4.75,0.0,7.25,15.28,8.0,5.0,25,2,300
37,32.4,0.002,0.06,0.0017,1.001,5.542,2.658,4.74,0.0,7.25,16.64,8.0,5.0,25,2,500
54,27.8,-0.713,-38.51,-0.7132,0.639,4.554,2.739,3.74,0.0,7.25,41.76,8.0,5.0,25,2,1000
18,38.9,0.275,4.95,0.2749,1.156,5.25,2.891,6.25,0.0,7.25,16.63,8.0,5.0,25,3,100
20,40.0,0.327,6.53,0.3266,1.174,5.5,3.123,6.07,0.0,7.25,16.63,8.0,5.0,25,3,150
22,36.4,-0.037,-0.81,-0.037,0.982,5.5,3.201,5.53,0.0,7.25,20.2,8.0,5.0,25,3,200
28,35.7,0.039,1.08,0.0387,1.02,5.576,3.037,5.21,0.0,7.25,17.82,8.0,5.0,25,3,300
37,35.1,-0.164,-6.07,-0.164,0.921,5.449,3.204,5.09,0.0,7.25,19.91,8.0,5.0,25,3,500
54,33.3,-0.837,-45.21,-0.8373,0.637,4.4,3.456,4.15,0.0,7.25,48.36,8.0,5.0,25,3,1000
18,33.3,0.624,11.23,0.6241,1.348,7.253,2.69,45.15,0.0,7.25,17.68,8.0,5.0,25,4,100
20,35.0,0.641,12.82,0.6408,1.338,7.253,2.92,41.08,0.0,7.25,17.68,8.0,5.0,25,4,150
22,31.8,0.234,5.15,0.2339,1.113,7.253,3.042,37.36,0.0,7.25,21.49,8.0,5.0,25,4,200
28,32.1,0.136,3.81,0.136,1.065,6.916,3.076,30.22,0.0,7.25,18.87,8.0,5.0,25,4,300
37,32.4,-0.063,-2.34,-0.0633,0.972,6.797,3.356,24.08,0.0,7.25,21.36,8.0,5.0,25,4,500
54,31.5,-0.622,-33.61,-0.6224,0.74,5.638,3.499,17.34,0.0,7.25,46.24,8.0,5.0,25,4,1000
18,38.9,0.833,15.0,0.8332,1.446,6.945,3.056,45.23,0.0,7.25,19.26,8.0,5.0,25,5,100
20,40.0,0.829,16.58,0.8291,1.422,6.984,3.274,41.15,0.0,7.25,19.26,8.0,5.0,25,5,150
22,36.4,0.429,9.44,0.4289,1.203,6.984,3.317,37.45,0.0,7.25,20.73,8.0,5.0,25,5,200
28,35.7,0.238,6.66,0.2378,1.109,6.786,3.4,30.29,0.0,7.25,20.45,8.0,5.0,25,5,300
37,35.1,0.104,3.84,0.1038,1.045,6.894,3.574,24.23,0.0,7.25,21.36,8.0,5.0,25,5,500
54,33.3,-0.682,-36.85,-0.6824,0.748,6.061,4.054,17.56,0.0,7.25,46.58,8.0,5.0,25,5,1000
18,44.4,0.869,15.65,0.8693,1.472,6.1,3.316,45.23,0.0,7.25,15.57,8.0,5.0,25,7,100
20,45.0,0.862,17.23,0.8615,1.444,6.228,3.53,41.15,0.0,7.25,15.57,8.0,5.0,25,7,150
22,40.9,0.479,10.53,0.4785,1.231,6.228,3.502,37.46,0.0,7.25,16.61,8.0,5.0,25,7,200
28,39.3,0.208,5.83,0.2084,1.091,6.346,3.763,30.35,0.0,7.25,17.47,8.0,5.0,25,7,300
37,40.5,0.162,5.98,0.1617,1.069,6.196,3.953,24.34,0.0,7.25,23.14,8.0,5.0,25,7,500
54,37.0,-0.393,-21.25,-0.3934,0.855,6.24,4.295,17.87,0.0,7.25,33.12,8.0,5.0,25,7,1000
18,27.8,-0.16,-2.88,-0.1599,0.894,4.838,2.082,4.62,0.0,7.25,13.24,8.0,6.0,25,1,100
20,30.0,-0.114,-2.29,-0.1144,0.932,5.24,2.409,4.6,0.0,7.25,12.05,8.0,6.0,25,1,150
22,27.3,-0.359,-7.9,-0.3593,0.799,5.24,2.459,4.19,0.0,7.25,14.52,8.0,6.0,25,1,200
28,28.6,-0.173,-4.86,-0.1735,0.89,4.908,2.206,3.92,0.0,7.25,15.63,8.0,6.0,25,1,300
37,29.7,-0.291,-10.75,-0.2906,0.832,4.849,2.465,3.96,0.0,7.25,20.22,8.0,6.0,25,1,500
54,27.8,-1.045,-56.42,-1.0449,0.503,3.808,2.911,3.05,0.0,7.25,56.42,8.0,6.0,25,1,1000
18,27.8,-0.122,-2.19,-0.1218,0.931,5.941,2.454,5.53,0.0,7.25,16.33,8.0,6.0,25,2,100
20,30.0,-0.08,-1.6,-0.0802,0.958,6.16,2.754,5.42,0.0,7.25,16.08,8.0,6.0,25,2,150
22,27.3,-0.419,-9.21,-0.4187,0.8,6.16,2.886,4.94,0.0,7.25,20.05,8.0,6.0,25,2,200
28,32.1,0.051,1.42,0.0505,1.028,5.741,2.645,4.75,0.0,7.25,17.27,8.0,6.0,25,2,300
37,32.4,-0.157,-5.8,-0.1567,0.92,5.542,2.892,4.74,0.0,7.25,19.28,8.0,6.0,25,2,500
54,27.8,-0.914,-49.34,-0.9137,0.581,4.554,3.017,3.74,0.0,7.25,51.6,8.0,6.0,25,2,1000
18,38.9,0.338,6.08,0.3379,1.198,5.25,2.788,6.25,0.0,7.25,14.5,8.0,6.0,25,3,100
20,40.0,0.334,6.67,0.3336,1.179,5.5,3.111,6.07,0.0,7.25,14.5,8.0,6.0,25,3,150
22,36.4,0.021,0.47,0.0213,1.011,5.5,3.11,5.53,0.0,7.25,16.93,8.0,6.0,25,3,200
28,35.7,0.085,2.37,0.0846,1.044,5.576,2.966,5.21,0.0,7.25,15.69,8.0,6.0,25,3,300
37,35.1,-0.21,-7.77,-0.2099,0.901,5.449,3.275,5.09,0.0,7.25,21.9,8.0,6.0,25,3,500
54,33.3,-0.939,-50.73,-0.9394,0.61,4.4,3.609,4.15,0.0,7.25,52.88,8.0,6.0,25,3,1000
18,33.3,0.687,12.37,0.6871,1.397,7.253,2.596,45.15,0.0,7.25,15.55,8.0,6.0,25,4,100
20,35.0,0.648,12.96,0.6478,1.343,7.253,2.909,41.08,0.0,7.25,15.55,8.0,6.0,25,4,150
22,31.8,0.448,9.87,0.4485,1.241,7.253,2.727,37.36,0.0,7.25,17.55,8.0,6.0,25,4,200
28,32.1,0.269,7.54,0.2691,1.138,6.916,2.88,30.22,0.0,7.25,17.67,8.0,6.0,25,4,300
37,32.4,-0.07,-2.59,-0.0701,0.969,6.797,3.366,24.08,0.0,7.25,24.34,8.0,6.0,25,4,500
54,31.5,-0.648,-35.01,-0.6484,0.732,5.638,3.537,17.34,0.0,7.25,41.79,8.0,6.0,25,4,1000
18,38.9,0.91,16.38,0.9102,1.508,6.945,2.93,45.38,0.0,7.25,16.88,8.0,6.0,25,5,100
20,40.0,0.849,16.97,0.8487,1.436,6.984,3.241,41.29,0.0,7.25,16.88,8.0,6.0,25,5,150
22,36.4,0.437,9.62,0.4372,1.208,6.984,3.304,37.58,0.0,7.25,18.35,8.0,6.0,25,5,200
28,35.7,0.209,5.85,0.2089,1.094,6.786,3.445,30.39,0.0,7.25,18.07,8.0,6.0,25,5,300
37,35.1,-0.026,-0.95,-0.0256,0.99,6.894,3.773,24.31,0.0,7.25,24.34,8.0,6.0,25,5,500
54,33.3,-0.856,-46.25,-0.8565,0.702,6.061,4.315,17.62,0.0,7.25,51.09,8.0,6.0,25,5,1000
18,50.0,1.422,25.59,1.4216,1.84,6.228,3.385,45.78,0.0,7.25,6.66,8.0,6.0,25,7,100
20,50.0,1.309,26.18,1.3089,1.705,6.331,3.713,41.65,0.0,7.25,12.79,8.0,6.0,25,7,150
22,45.5,0.956,21.04,0.9562,1.498,6.331,3.523,37.91,0.0,7.25,12.79,8.0,6.0,25,7,200
28,42.9,0.513,14.36,0.5129,1.229,6.421,3.918,30.71,0.0,7.25,19.46,8.0,6.0,25,7,300
37,43.2,0.285,10.53,0.2847,1.117,6.262,4.27,24.62,0.0,7.25,26.12,8.0,6.0,25,7,500
54,38.9,-0.38,-20.53,-0.3801,0.865,6.288,4.623,18.06,0.0,7.25,32.83,8.0,6.0,25,7,1000
18,22.2,-0.218,-3.93,-0.2184,0.82,4.468,1.557,4.62,0.0,9.24,9.26,10.0,2.0,25,1,100
20,25.0,-0.181,-3.63,-0.1814,0.852,4.173,1.633,4.6,0.0,9.24,11.12,10.0,2.0,25,1,150
22,22.7,-0.341,-7.51,-0.3413,0.735,4.173,1.669,4.19,0.0,9.24,13.84,10.0,2.0,25,1,200
28,25.0,-0.166,-4.65,-0.1659,0.86,4.072,1.579,3.92,0.0,9.24,13.24,10.0,2.0,25,1,300
37,27.0,0.021,0.77,0.0209,1.018,4.457,1.622,3.96,0.0,9.24,10.15,10.0,2.0,25,1,500
54,25.9,-0.481,-25.95,-0.4806,0.651,3.453,1.857,3.05,0.0,9.24,29.93,10.0,2.0,25,1,1000
18,11.1,-1.075,-19.34,-1.0747,0.345,5.092,1.846,5.24,0.0,9.24,19.34,10.0,2.0,25,2,100
20,15.0,-0.64,-12.79,-0.6396,0.603,6.475,1.895,5.24,0.0,9.24,16.41,10.0,2.0,25,2,150
22,13.6,-0.796,-17.52,-0.7963,0.526,6.475,1.944,4.78,0.0,9.24,21.13,10.0,2.0,25,2,200
28,21.4,-0.367,-10.28,-0.367,0.75,5.126,1.865,4.62,0.0,9.24,16.26,10.0,2.0,25,2,300
37,24.3,-0.094,-3.47,-0.0937,0.935,5.507,1.894,4.65,0.0,9.24,11.42,10.0,2.0,25,2,500
54,20.4,-0.642,-34.65,-0.6416,0.597,4.658,1.997,3.6,0.0,9.24,34.65,10.0,2.0,25,2,1000
18,16.7,-0.669,-12.04,-0.669,0.607,6.195,2.042,5.87,0.0,9.24,14.71,10.0,2.0,25,3,100
20,20.0,-0.274,-5.49,-0.2745,0.835,6.956,2.082,5.81,0.0,9.24,17.4,10.0,2.0,25,3,150
22,18.2,-0.448,-9.85,-0.4479,0.738,6.956,2.093,5.29,0.0,9.24,21.77,10.0,2.0,25,3,200
28,21.4,-0.433,-12.12,-0.4328,0.733,5.544,2.063,5.02,0.0,9.24,24.15,10.0,2.0,25,3,300
37,24.3,-0.208,-7.7,-0.208,0.872,5.813,2.143,4.95,0.0,9.24,22.97,10.0,2.0,25,3,500
54,22.2,-0.734,-39.62,-0.7336,0.586,4.672,2.278,3.84,0.0,9.24,40.19,10.0,2.0,25,3,1000
18,16.7,-0.151,-2.72,-0.151,0.911,9.241,2.029,44.53,0.0,9.24,10.75,10.0,2.0,25,4,100
20,20.0,0.192,3.83,0.1918,1.116,9.241,2.071,40.61,0.0,9.24,12.41,10.0,2.0,25,4,150
22,18.2,-0.039,-0.85,-0.0388,0.977,9.241,2.101,36.93,0.0,9.24,12.77,10.0,2.0,25,4,200
28,21.4,0.042,1.18,0.0422,1.025,8.043,2.14,29.88,0.0,9.24,17.79,10.0,2.0,25,4,300
37,24.3,0.29,10.73,0.2899,1.176,7.95,2.172,23.83,0.0,9.24,12.41,10.0,2.0,25,4,500
54,20.4,-0.419,-22.61,-0.4188,0.771,6.903,2.292,16.84,0.0,9.24,29.47,10.0,2.0,25,4,1000
18,22.2,0.146,2.62,0.1458,1.087,8.205,2.157,44.61,0.0,9.24,10.75,10.0,2.0,25,5,100
20,25.0,0.459,9.18,0.4589,1.279,8.412,2.192,40.68,0.0,9.24,12.41,10.0,2.0,25,5,150
22,22.7,0.228,5.01,0.2279,1.135,8.412,2.179,37.02,0.0,9.24,12.41,10.0,2.0,25,5,200
28,25.0,0.348,9.73,0.3476,1.21,8.005,2.205,30.0,0.0,9.24,17.79,10.0,2.0,25,5,300
37,27.0,0.591,21.86,0.5907,1.364,8.191,2.224,24.01,0.0,9.24,12.41,10.0,2.0,25,5,500
54,24.1,-0.068,-3.67,-0.0679,0.962,7.232,2.383,17.07,0.0,9.24,20.01,10.0,2.0,25,5,1000
18,22.2,0.036,0.65,0.0359,1.021,7.893,2.209,44.61,0.0,9.24,10.75,10.0,2.0,25,7,100
20,25.0,0.36,7.2,0.36,1.214,8.163,2.241,40.68,0.0,9.24,13.14,10.0,2.0,25,7,150
22,22.7,0.158,3.48,0.1581,1.093,8.163,2.196,37.03,0.0,9.24,13.14,10.0,2.0,25,7,200
28,25.0,0.347,9.72,0.3471,1.208,8.078,2.23,30.06,0.0,9.24,18.52,10.0,2.0,25,7,300
37,27.0,0.64,23.69,0.6403,1.391,8.427,2.244,24.15,0.0,9.24,13.14,10.0,2.0,25,7,500
54,24.1,0.17,9.18,0.17,1.093,8.261,2.395,17.34,0.0,9.24,20.25,10.0,2.0,25,7,1000
18,22.2,-0.384,-6.91,-0.3841,0.721,4.468,1.77,4.62,0.0,9.24,10.45,10.0,3.0,25,1,100
20,25.0,-0.38,-7.6,-0.3801,0.733,4.173,1.898,4.6,0.0,9.24,13.11,10.0,3.0,25,1,150
22,22.7,-0.567,-12.48,-0.5672,0.626,4.173,1.961,4.19,0.0,9.24,17.81,10.0,3.0,25,1,200
28,25.0,-0.343,-9.62,-0.3434,0.748,4.072,1.815,3.92,0.0,9.24,16.23,10.0,3.0,25,1,300
37,27.0,-0.194,-7.18,-0.194,0.861,4.457,1.917,3.96,0.0,9.24,12.88,10.0,3.0,25,1,500
54,25.9,-0.776,-41.89,-0.7758,0.536,3.453,2.256,3.05,0.0,9.24,44.87,10.0,3.0,25,1,1000
18,16.7,-0.743,-13.38,-0.7433,0.592,6.475,2.187,5.24,0.0,9.24,18.94,10.0,3.0,25,2,100
20,20.0,-0.391,-7.82,-0.391,0.786,7.167,2.28,5.24,0.0,9.24,22.37,10.0,3.0,25,2,150
22,18.2,-0.616,-13.54,-0.6155,0.679,7.167,2.345,4.78,0.0,9.24,28.09,10.0,3.0,25,2,200
28,25.0,-0.225,-6.3,-0.2249,0.864,5.714,2.205,4.62,0.0,9.24,20.85,10.0,3.0,25,2,300
37,27.0,-0.063,-2.33,-0.0629,0.962,5.88,2.264,4.65,0.0,9.24,16.93,10.0,3.0,25,2,500
54,22.2,-0.759,-40.99,-0.7591,0.596,5.04,2.416,3.64,0.0,9.24,48.22,10.0,3.0,25,2,1000
18,22.2,-0.393,-7.07,-0.3928,0.797,6.956,2.493,5.87,0.0,9.24,20.68,10.0,3.0,25,3,100
20,25.0,-0.076,-1.51,-0.0756,0.961,7.413,2.572,5.81,0.0,9.24,24.36,10.0,3.0,25,3,150
22,22.7,-0.312,-6.87,-0.3123,0.844,7.413,2.585,5.29,0.0,9.24,29.72,10.0,3.0,25,3,200
28,25.0,-0.384,-10.75,-0.3838,0.798,6.072,2.536,5.02,0.0,9.24,33.59,10.0,3.0,25,3,300
37,27.0,-0.216,-7.97,-0.2155,0.885,6.156,2.575,4.95,0.0,9.24,31.54,10.0,3.0,25,3,500
54,25.9,-0.835,-45.06,-0.8345,0.603,4.885,2.836,3.94,0.0,9.24,58.36,10.0,3.0,25,3,1000
